"Lon";"Lat"
-58.7529380887045;-23.6981529993048
-58.7529840887048;-23.6981929993048
-58.7535270887047;-23.6983979993048
-58.7540570887043;-23.6985979993048
-58.7546110887042;-23.6988069993048
-58.7550250887047;-23.6979099993049
-58.7544750887047;-23.6977109993048
-58.7539430887047;-23.6975189993049
-58.7543010887048;-23.6967609993049
-58.7546930887045;-23.6959329993049
-58.7550650887046;-23.6951459993049
-58.7553450887043;-23.6952569993049
-58.7556100887049;-23.6947549993049
-58.7535560887047;-23.6938709993049
-58.7529700887047;-23.6936189993049
-58.7526600887044;-23.693484999305
-58.7270370887044;-23.6218099993065
-58.7263250887043;-23.6228599993065
-58.7259160887043;-23.6234429993065
-58.7255470887043;-23.6240059993065
-58.7257850887045;-23.6240429993065
-58.7265730887046;-23.6241809993065
-58.7271740887045;-23.6242849993065
-58.7274260887048;-23.6240039993065
-58.7279340887045;-23.6234339993065
-58.7283030887045;-23.6230209993065
-58.7285070887042;-23.6230539993065
-58.7292480887043;-23.6232779993065
-58.7287730887046;-23.6229019993065
-58.7286860887046;-23.6228449993065
-58.7278850887049;-23.6223199993065
-58.7277970887044;-23.6222759993065
-58.7270370887044;-23.6218099993065
-58.705424344615;-23.5945664697367
-58.7070372320505;-23.5947005926701
-58.7072603553534;-23.5940779571071
-58.7075942033826;-23.5928675318111
-58.7077048250709;-23.5922451833935
-58.7069544357843;-23.5921088657283
-58.706205811981;-23.5925600461044
-58.7057589362903;-23.5935979606556
-58.705424344615;-23.5945664697367
-58.7559104227835;-23.644893562327
-58.7588850508833;-23.6454327056029
-58.7543556751368;-23.6391244256834
-58.7538030887045;-23.6394629993062
-58.7530240887047;-23.6399259993062
-58.7523130887043;-23.6403479993061
-58.7515640887043;-23.6407939993061
-58.7503770887044;-23.6390489993062
-58.7496190887048;-23.6395019993061
-58.7508080887043;-23.6412429993061
-58.7501290887048;-23.6416469993061
-58.7493490887045;-23.6421109993061
-58.7503739172112;-23.643586910852
-58.7523114025434;-23.6440885842581
-58.7528290887046;-23.644202999306
-58.7534970887049;-23.644385999306
-58.7541090887048;-23.644532999306
-58.7553390887048;-23.644778999306
-58.7559104227835;-23.644893562327
-58.7543556751368;-23.6391244256834
-58.753381041897;-23.6377669085646
-58.7542211962587;-23.6368463756835
-58.7541990887049;-23.6368119993062
-58.7535980887042;-23.6359189993062
-58.7530340887049;-23.6350579993063
-58.7528250887047;-23.6351869993063
-58.7522030887046;-23.6355489993062
-58.7514320887047;-23.6359969993062
-58.7506480887045;-23.6364519993062
-58.7499350887045;-23.6368659993062
-58.7487150887047;-23.6350789993063
-58.7479800887048;-23.6355259993062
-58.7472210887046;-23.6359879993062
-58.7471160887047;-23.6360479993062
-58.7474120887048;-23.6364889993062
-58.7474800887042;-23.6366179993062
-58.7476020887044;-23.6368039993062
-58.7478110887046;-23.6371219993062
-58.7480230887049;-23.6374659993062
-58.7481090887043;-23.6376519993062
-58.7481490887042;-23.6377639993062
-58.7481560887043;-23.6378999993062
-58.7481920887043;-23.6378789993062
-58.7484210887049;-23.6377459993062
-58.7496190887048;-23.6395019993061
-58.7503770887044;-23.6390489993062
-58.7515640887043;-23.6407939993061
-58.7523130887043;-23.6403479993061
-58.7530240887047;-23.6399259993062
-58.7538030887045;-23.6394629993062
-58.7543556751368;-23.6391244256834
-58.7548980887047;-23.7030439993047
-58.7547890887048;-23.7034059993047
-58.7547390887047;-23.7035879993047
-58.7545880887045;-23.7041129993047
-58.7561300887043;-23.7046199993047
-58.7571130887046;-23.7049929993047
-58.7581150887046;-23.7053719993047
-58.7591080887042;-23.7057389993047
-58.7601430887042;-23.7061239993047
-58.7603410887044;-23.7056529993047
-58.7604540887042;-23.7053839993047
-58.7606470887048;-23.7049939993047
-58.7568070887042;-23.7042329993047
-58.7571420887046;-23.7035009993047
-58.7573090887044;-23.7031229993047
-58.7556060887042;-23.7030849993047
-58.7548980887047;-23.7030439993047
-58.7565770887047;-23.6975709993049
-58.7563360887044;-23.6980589993048
-58.7562500887042;-23.6980299993049
-58.7561760887046;-23.6983269993048
-58.7561460887048;-23.6985409993048
-58.7560140887044;-23.6990389993048
-58.7559470887048;-23.6993119993048
-58.7551860887042;-23.7019499993048
-58.7551250887041;-23.7021349993048
-58.7550390887048;-23.7024509993047
-58.7549210887045;-23.7029089993047
-58.7548980887047;-23.7030439993047
-58.7556060887042;-23.7030849993047
-58.7573090887044;-23.7031229993047
-58.7586400887045;-23.7001799993048
-58.7588790887045;-23.6996739993048
-58.7591140887045;-23.6991359993048
-58.7572800887044;-23.6984249993048
-58.7575800887045;-23.6979289993049
-58.7565770887047;-23.6975709993049
-58.7405277447821;-23.6695837104128
-58.7415690887048;-23.6696469993055
-58.7427370887049;-23.6697439993055
-58.7435610887043;-23.6698329993055
-58.7435610887043;-23.6704029993055
-58.7441350887046;-23.6704509993055
-58.7448200887043;-23.6704929993055
-58.7447940887045;-23.6710119993055
-58.7460520887047;-23.6710639993055
-58.7470720887048;-23.6711089993054
-58.7469530887047;-23.6706239993055
-58.7468510887049;-23.6700479993055
-58.7468000887049;-23.6697149993055
-58.7467700887044;-23.6695959993055
-58.7466940887044;-23.6692699993055
-58.7466830887044;-23.6691559993055
-58.7465820887043;-23.6687829993055
-58.7463420887046;-23.6673039993055
-58.7462360887048;-23.6666199993055
-58.7461170887048;-23.6661259993056
-58.7458260887043;-23.6644639993056
-58.7457720887042;-23.6642819993056
-58.7452810887048;-23.6642149993056
-58.7447520887042;-23.6641309993056
-58.7441890887047;-23.6640119993056
-58.7437890887043;-23.6639409993056
-58.7430790887045;-23.6638569993056
-58.7429060887043;-23.6638269993056
-58.7420240887042;-23.6636699993056
-58.7414550887044;-23.6635669993056
-58.7409600887042;-23.6634449993056
-58.7406290887046;-23.6634019993056
-58.7397881289976;-23.6632562604988
-58.740156991605;-23.6654878066072
-58.7400924128394;-23.6655981208685
-58.7405277447821;-23.6695837104128
-58.741156283729;-23.67596394268
-58.7416130887047;-23.6759839993053
-58.7426130887043;-23.6761459993053
-58.7436210887047;-23.6762919993053
-58.7446670887046;-23.6764679993053
-58.7456890887042;-23.6766209993053
-58.7467020887042;-23.6767829993053
-58.7481910887046;-23.6769219993053
-58.7479900887042;-23.6758979993053
-58.7478100887048;-23.6749779993054
-58.7476150887047;-23.6739839993054
-58.7474810887048;-23.6733029993054
-58.7473610887049;-23.6728389993054
-58.7472460887047;-23.6722049993054
-58.7471610887043;-23.6716659993054
-58.7470720887048;-23.6711089993054
-58.7460520887047;-23.6710639993055
-58.7447940887045;-23.6710119993055
-58.7448200887043;-23.6704929993055
-58.7441350887046;-23.6704509993055
-58.7435610887043;-23.6704029993055
-58.7435610887043;-23.6698329993055
-58.7427370887049;-23.6697439993055
-58.7415690887048;-23.6696469993055
-58.7405277447821;-23.6695837104128
-58.7411588209115;-23.6753609255278
-58.741156283729;-23.67596394268
-58.7453140887047;-23.7119249993045
-58.7445380887043;-23.7115849993045
-58.7448290887047;-23.7110029993046
-58.7433060887047;-23.7105419993046
-58.7418400887049;-23.7100679993046
-58.7415580887048;-23.7104669993046
-58.7414370887044;-23.7106599993046
-58.7412460887042;-23.7109479993046
-58.7408210887046;-23.7115399993046
-58.7406620887045;-23.7118209993045
-58.7400240887048;-23.7127679993045
-58.7400370887043;-23.7127734993045
-58.7400500887047;-23.7127789993045
-58.7400900887046;-23.7127989993045
-58.7401300887046;-23.7128179993045
-58.7401690887047;-23.7128369993045
-58.7402060887046;-23.7128549993045
-58.7402410887048;-23.7128709993045
-58.7402710887046;-23.7128849993045
-58.7402960887047;-23.7128969993045
-58.7403190887044;-23.7129069993045
-58.7403380887042;-23.7129159993045
-58.7403560887042;-23.7129229993045
-58.7403750887048;-23.7129289993045
-58.7403940887046;-23.7129339993045
-58.7404160887045;-23.7129389993045
-58.7404410887046;-23.7129429993045
-58.7404710887044;-23.7129469993045
-58.7405070887044;-23.7129499993045
-58.7405480887049;-23.7129529993045
-58.7405950887041;-23.7129559993045
-58.7406420887041;-23.7129579993045
-58.7406890887042;-23.7129599993045
-58.7407320887042;-23.7129629993045
-58.7407690887049;-23.7129659993045
-58.7408010887042;-23.7129689993045
-58.7408290887044;-23.7129729993045
-58.7408540887045;-23.7129779993045
-58.7408780887048;-23.7129829993045
-58.7408890887047;-23.7129859993045
-58.7408945887043;-23.7129874993045
-58.7409000887047;-23.7129889993045
-58.7409230887044;-23.7129959993045
-58.7409460887049;-23.7130039993045
-58.7409710887042;-23.7130129993045
-58.7409970887049;-23.7130219993045
-58.7410250887043;-23.7130329993045
-58.7410550887048;-23.7130439993045
-58.7410860887044;-23.7130559993045
-58.7411025887047;-23.7130624993045
-58.7411190887043;-23.7130689993045
-58.7411530887048;-23.7130819993045
-58.7411870887044;-23.7130949993045
-58.7412230887045;-23.7131089993045
-58.7412590887045;-23.7131219993045
-58.7412980887047;-23.7131359993045
-58.7413380887047;-23.7131489993045
-58.7413800887042;-23.7131619993045
-58.7414230887043;-23.7131749993045
-58.7414650887046;-23.7131859993045
-58.7415040887048;-23.7131969993045
-58.7415390887042;-23.7132059993045
-58.7415680887042;-23.7132129993045
-58.7415930887043;-23.7132199993045
-58.7416140887044;-23.7132249993045
-58.7416320887044;-23.7132289993045
-58.7416500887045;-23.7132329993045
-58.7416680887045;-23.7132359993045
-58.7416850887047;-23.7132389993045
-58.7417030887048;-23.7132419993045
-58.7417190887044;-23.7132439993045
-58.7417340887043;-23.7132459993045
-58.7417480887044;-23.7132479993045
-58.7417630887043;-23.7132489993045
-58.7417820887049;-23.7132489993045
-58.7418080887047;-23.7132479993045
-58.7418440887048;-23.7132469993045
-58.7418920887046;-23.7132439993045
-58.7419500887045;-23.7132409993045
-58.7420160887043;-23.7132359993045
-58.7420860887049;-23.7132309993045
-58.7421600887045;-23.7132259993045
-58.7422330887044;-23.7132209993045
-58.7423070887048;-23.7132159993045
-58.7423810887044;-23.7132109993045
-58.7424550887049;-23.7132059993045
-58.7425280887047;-23.7131999993045
-58.7426020887044;-23.7131949993045
-58.7426730887047;-23.7131899993045
-58.7427410887048;-23.7131849993045
-58.7428040887045;-23.7131799993045
-58.7428600887049;-23.7131759993045
-58.7429070887049;-23.7131719993045
-58.7429460887043;-23.7131679993045
-58.7429790887042;-23.7131649993045
-58.7429930887043;-23.7131639993045
-58.7430070887044;-23.7131629993045
-58.7430300887049;-23.7131609993045
-58.7430490887047;-23.7131589993045
-58.7430580887043;-23.7131584993045
-58.7430670887048;-23.7131579993045
-58.7430820887046;-23.7131579993045
-58.7430960887047;-23.7131579993045
-58.7431090887043;-23.7131589993045
-58.7431220887046;-23.7131609993045
-58.7431350887049;-23.7131639993045
-58.7431470887047;-23.7131669993045
-58.7431600887042;-23.7131699993045
-58.7431720887047;-23.7131739993045
-58.7431830887047;-23.7131789993045
-58.7431940887047;-23.7131829993045
-58.7432040887049;-23.7131879993045
-58.7432130887045;-23.7131929993045
-58.7432230887047;-23.7131989993045
-58.7432320887043;-23.7132039993045
-58.7432400887049;-23.7132109993045
-58.7432445887047;-23.7132139993045
-58.7432490887045;-23.7132169993045
-58.7432570887043;-23.7132249993045
-58.7432660887048;-23.7132339993045
-58.7432760887049;-23.7132429993045
-58.7432860887043;-23.7132539993045
-58.7432970887043;-23.7132659993045
-58.7433080887043;-23.7132789993045
-58.7433200887048;-23.7132929993045
-58.7433330887043;-23.7133079993045
-58.7433460887047;-23.7133239993045
-58.7433600887048;-23.7133409993045
-58.7433750887046;-23.7133599993045
-58.7433910887043;-23.7133799993045
-58.7434080887045;-23.7134009993045
-58.7434260887046;-23.7134239993045
-58.7434450887044;-23.7134489993045
-58.7434650887048;-23.7134749993045
-58.7434760887047;-23.7134889993045
-58.7434870887047;-23.7135029993045
-58.7435090887046;-23.7135329993045
-58.7435310887046;-23.7135629993045
-58.7435540887043;-23.7135949993045
-58.7435770887048;-23.7136259993045
-58.7435990887047;-23.7136569993045
-58.7436210887047;-23.7136869993045
-58.7436420887048;-23.7137169993045
-58.7436630887042;-23.7137449993045
-58.7436735887042;-23.7137589993045
-58.7436840887043;-23.7137729993045
-58.7437040887047;-23.7138009993045
-58.7437250887049;-23.7138289993045
-58.7437450887044;-23.7138569993045
-58.7437660887046;-23.7138849993045
-58.7437860887042;-23.7139119993045
-58.7438060887045;-23.7139399993045
-58.7438270887047;-23.7139679993045
-58.7438480887049;-23.7139949993045
-58.7438585887041;-23.7140089993045
-58.7438690887042;-23.7140229993045
-58.7438910887041;-23.7140509993045
-58.7439140887047;-23.7140799993045
-58.7439390887047;-23.7141079993045
-58.7439650887046;-23.7141379993045
-58.7439920887042;-23.7141679993045
-58.7440210887042;-23.7141989993045
-58.7440530887043;-23.7142309993045
-58.7440860887042;-23.7142639993045
-58.7441200887047;-23.7142989993045
-58.7441560887048;-23.7143339993045
-58.7441930887046;-23.7143699993045
-58.7442300887044;-23.7144059993045
-58.7442670887042;-23.7144419993045
-58.7443040887048;-23.7144789993045
-58.7443410887047;-23.7145149993045
-58.7443780887045;-23.7145519993045
-58.7444150887043;-23.7145879993045
-58.7444520887049;-23.7146249993045
-58.7444890887047;-23.7146609993045
-58.7445240887042;-23.7146959993045
-58.7445580887047;-23.7147299993045
-58.7445910887046;-23.7147619993045
-58.7446210887043;-23.7147919993045
-58.7446490887045;-23.7148199993045
-58.7446760887042;-23.7148469993045
-58.7447020887048;-23.7148739993045
-58.7447270887049;-23.7148999993045
-58.7447520887042;-23.7149249993045
-58.7447780887048;-23.7149509993045
-58.7448030887049;-23.7149769993045
-58.7448280887042;-23.7150029993045
-58.7448540887048;-23.7150279993045
-58.7448790887049;-23.7150539993045
-58.7449050887047;-23.7150819993045
-58.7449340887047;-23.7151119993045
-58.7449640887045;-23.7151449993045
-58.7449980887042;-23.7151839993045
-58.7450175887047;-23.7152069993045
-58.7450370887044;-23.7152299993045
-58.7450780887049;-23.7152799993045
-58.7451140887049;-23.7150789993045
-58.7452370887049;-23.7145579993045
-58.7460200887046;-23.7129889993045
-58.7460680887044;-23.7128619993045
-58.7461310887049;-23.7126849993045
-58.7462730887047;-23.7123329993045
-58.7457340887046;-23.7121099993045
-58.7453140887047;-23.7119249993045
-58.7610033330777;-23.7045326263973
-58.7609777047857;-23.7043039496839
-58.7612333048832;-23.7034099998533
-58.7622556714683;-23.6998341958119
-58.7591820373582;-23.698977545798
-58.7591140887045;-23.6991359993048
-58.7588790887045;-23.6996739993048
-58.7586400887045;-23.7001799993048
-58.7573090887044;-23.7031229993047
-58.7571420887046;-23.7035009993047
